0,1,2,3,4,5,6,7,y
0,1,759,23,140,3911762,38,8430,1
2,5,2668,234,425,3725434,50,1796,2
3,5,1521,82,157,824622,38,12068,0
2,1,803,258,467,27014,56,5847,1
0,3,2243,100,38,3144889,63,8139,2
1,5,1461,225,370,1777935,48,2670,0
0,1,2882,99,317,3910005,90,12187,2
2,5,1322,38,380,4376654,59,10568,2
2,1,575,229,439,2886364,77,7647,1
3,3,1535,224,171,485859,44,13986,1
1,5,2110,230,366,715618,90,14927,0
3,1,3000,51,349,4685643,55,8052,1
2,5,2481,144,70,43192,55,6157,0
0,5,605,51,134,892307,1,9426,2
1,5,2984,173,465,1009008,8,2843,0
0,5,3520,292,80,1410849,4,11188,2
0,1,68,67,335,44923,85,2550,1
1,3,624,34,404,1663060,86,15274,1
3,1,3612,82,373,3530619,53,13188,1
0,1,2848,138,475,2850896,58,8411,2
2,1,1053,96,252,2693468,37,4975,1
0,3,2516,162,499,948226,49,10987,2
1,5,3458,191,258,767751,67,1130,0
1,5,2516,134,230,4860648,19,9505,0
1,5,1988,76,482,2064632,1,4914,0
3,3,1989,15,456,2977760,29,4503,1
0,5,1685,134,30,3874416,87,2298,2
3,3,1748,62,396,2544071,33,14829,1
3,5,2219,75,91,4334087,52,12150,0
1,5,481,91,353,3756564,41,15212,0
1,1,2141,96,376,1542661,23,1375,1
3,3,1945,11,495,4690491,5,11419,1
0,1,1993,213,19,3796109,71,3923,1
2,1,1390,159,420,1902563,57,10390,1
3,1,2478,112,21,3498720,6,13458,0
0,3,194,33,272,2892838,49,1738,1
1,3,3448,221,154,4582858,22,3035,1
1,5,2460,74,458,2851467,77,2126,0
0,1,1123,218,201,2568488,76,9771,1
2,5,1138,260,259,3354800,4,15050,2
1,1,2452,126,123,3394757,72,1511,1
1,3,849,125,35,3355775,64,9644,0
1,3,3285,246,280,131509,37,122,1
0,3,3262,114,42,2860224,31,12591,2
3,1,2923,268,71,2625713,37,12276,0
1,3,1201,55,238,540618,45,6080,1
3,1,2495,225,312,2250718,90,4661,1
2,5,2006,33,104,2698862,8,2846,2
1,1,2977,44,44,909521,40,7767,0
1,5,512,33,202,4212,97,13381,0
2,1,1824,37,465,233131,93,13986,1
1,5,2095,25,85,477657,5,14920,0
3,3,3957,68,388,1661458,28,4566,1
0,5,857,252,258,639093,81,2543,2
3,3,236,216,92,3491513,87,13216,0
0,3,1793,280,34,1836647,9,4281,1
0,5,781,258,66,326737,2,3626,2
3,1,1985,276,41,3658892,63,8150,0
3,1,1263,202,328,1405619,96,13662,1
3,1,1461,227,21,2888320,51,5778,0
3,1,478,124,328,4848363,31,82,1
2,1,2955,77,342,895030,7,10936,1
1,3,1357,84,101,3654980,30,14128,1
0,1,3985,112,10,3362661,58,4423,2
3,3,2334,187,444,3466461,3,14518,1
3,3,1267,224,335,4916471,51,13087,1
3,3,1360,48,145,1330134,56,3648,1
2,5,820,268,205,2682971,73,14511,2
3,5,807,213,142,4702713,10,2442,0
3,3,185,16,482,2795937,61,12354,1
3,5,841,58,95,4747176,50,11113,0
1,1,3904,35,485,4764375,47,6755,1
2,1,220,170,304,1744745,90,6840,1
3,3,2256,185,288,4904991,1,2727,1
0,1,2298,88,333,4844086,94,1451,2
0,3,3608,11,189,3786830,57,867,2
0,3,1630,141,13,251139,38,6253,1
2,1,1011,285,135,1966760,62,9902,1
2,5,3897,126,184,501228,79,4612,2
0,1,2680,173,260,1747197,89,4773,2
3,1,3625,297,30,4208884,70,2488,0
2,3,925,37,494,779639,82,11225,1
0,3,2468,10,449,3492318,65,6878,2
0,3,152,197,114,4664272,62,1260,1
3,3,1051,65,75,4973863,56,6691,0
1,5,1198,44,452,2013191,67,649,0
2,5,3434,121,272,1533239,17,14076,2
3,5,3073,295,58,606262,8,5530,0
0,3,2895,45,25,2311317,60,1896,2
0,3,1531,226,154,4600731,40,10097,1
3,3,3351,89,349,4647505,81,6642,1
2,5,707,92,259,3936806,89,7911,2
1,3,2979,74,352,711731,62,1937,1
1,1,1270,137,363,3919139,41,729,1
0,1,2830,31,84,2403112,12,3302,2
2,3,472,225,299,3236188,93,1885,1
1,1,2669,116,426,1355832,89,12272,1
2,1,3731,118,291,3197776,54,2227,1
2,5,220,190,75,2021991,89,8192,0
0,3,3503,173,134,3978912,93,198,2
1,3,2270,77,328,2094787,11,1545,1
3,5,2760,189,96,1023805,60,13155,0
0,1,502,190,50,945793,68,1794,1
1,1,2447,178,479,4502236,78,1696,1
1,3,2025,31,195,2622485,46,3045,1
1,1,1707,75,363,1581622,38,6693,1
1,5,2591,30,389,3926413,61,9914,0
1,5,2717,109,344,912508,17,13716,0
2,3,3125,112,275,1728373,66,10181,1
0,5,3214,56,280,3821673,72,7428,2
2,5,3016,48,51,141926,36,8899,0
3,3,2103,294,102,184148,74,3717,1
1,5,337,99,194,844382,7,9295,0
0,5,1691,94,224,2770861,16,12313,2
1,5,3267,282,26,495496,14,626,0
0,1,3904,197,453,4214759,80,11337,2
2,3,1497,168,274,4808144,25,11273,1
0,3,1963,252,123,383605,4,13060,1
3,3,657,82,301,4760076,29,14607,1
3,1,506,58,466,948719,56,14987,1
0,1,1814,110,473,2756916,6,13979,1
0,3,1275,11,301,4363636,1,4829,1
0,1,1285,253,57,3247375,39,8237,1
0,3,1079,185,316,3736658,1,13079,1
3,1,2721,247,106,3882819,63,3022,1
1,5,2473,68,384,833441,57,7806,0
0,5,496,108,104,3781895,67,14965,2
0,3,884,11,335,4463028,65,3998,1
3,1,3227,252,83,902334,65,6594,0
3,1,3772,220,345,1744579,21,2095,1
2,5,860,132,77,4946849,30,12178,0
0,5,1474,238,255,128319,96,11190,2
2,1,3217,91,415,513193,33,1677,1
3,1,1461,153,86,1528965,48,14897,0
3,1,1008,149,217,4302264,22,14473,1
1,1,1525,38,381,40015,94,1538,1
0,1,2946,279,263,729165,54,12387,2
2,1,858,256,230,933478,4,12440,1
3,3,1028,21,271,2575660,87,12705,1
3,1,2513,115,419,1835927,55,9177,1
2,5,775,41,340,934671,44,3613,2
1,3,3625,83,353,3452020,89,11871,1
3,1,2551,180,486,2825665,12,9956,1
0,5,3412,78,268,4941659,81,1852,2
3,3,3655,146,317,3007374,79,15677,1
0,5,1266,109,83,1922086,74,9662,2
2,1,2247,155,134,4315198,99,15729,1
0,1,1953,18,197,2688279,52,3641,1
2,1,2856,71,263,1079332,93,3570,1
0,1,828,194,456,4863347,76,5946,1
2,3,1022,38,330,1230133,65,7693,1
0,3,2860,123,317,1278879,65,7091,2
1,5,3099,152,244,4150658,10,15999,0
0,1,1588,129,483,675075,18,15294,1
0,5,1466,179,259,988601,47,3361,2
1,3,3437,166,341,4686903,66,2355,1
3,1,2173,269,407,4690587,49,7925,1
3,1,648,91,354,2715383,72,10237,1
0,3,3391,251,81,743476,22,2017,2
1,3,274,181,244,4139937,86,8059,1
0,3,1603,240,333,4343492,26,11956,1
2,3,2210,217,165,562032,90,12277,1
2,3,2348,84,464,3627523,9,12727,1
0,1,3354,279,403,3787088,21,5512,2
3,3,890,123,124,2493492,95,13110,1
3,1,1864,71,322,2334180,63,6947,1
0,1,763,111,237,1056752,6,3508,1
0,3,1156,219,331,3923381,14,8635,1
2,3,174,264,355,1507610,33,4828,1
3,1,3296,29,254,4708915,71,3780,1
0,3,1142,67,315,1094753,24,4415,1
2,3,3168,121,23,3672013,73,12486,0
3,3,2981,205,25,2550698,75,7597,0
1,5,1329,101,447,497184,87,13148,0
2,1,1800,61,436,1035549,51,77,0
3,5,79,17,51,2345591,2,15558,0
3,3,2378,107,474,4839995,15,3541,1
2,5,3021,245,119,4075463,35,6473,2
1,3,2067,78,287,96287,36,5351,1
2,5,3358,54,333,3266302,92,12503,2
3,3,3369,146,28,2878903,39,6210,0
0,5,2465,243,75,1397167,4,1223,2
0,5,544,41,176,4042682,64,388,2
2,5,3146,298,82,3595909,74,9310,0
3,1,1659,135,412,1392864,6,15911,1
0,5,767,76,409,4159433,57,891,2
3,1,3611,39,319,1242165,30,12526,1
2,3,1066,123,418,2454611,99,12988,1
0,5,3615,213,121,4684024,74,15470,2
3,3,1387,38,283,1053666,96,343,1
0,3,655,140,416,1467737,67,10099,1
2,5,424,194,382,2101895,90,15442,2
3,1,2736,262,94,1080500,15,9564,0
0,5,2010,295,148,3287996,17,6608,2
2,3,1098,71,48,4063320,91,1697,0
0,3,1407,12,114,1679176,18,4948,1
0,5,3476,77,333,3477732,19,11862,2
1,1,165,34,290,959904,76,4576,1
1,1,2145,188,456,2838689,88,5664,1
2,3,3859,150,489,230602,69,15509,1
1,3,1851,240,423,3489271,24,11336,1
2,1,2196,172,438,2936137,91,11733,1
1,5,1532,139,132,4350487,48,11737,0
0,3,1596,255,227,3784582,30,12824,1
2,1,1670,181,386,3404171,15,3851,1
2,3,2502,73,70,4127315,47,8330,0
0,5,3335,40,109,4769614,44,7426,2
2,1,734,56,316,3805287,98,12608,1
2,3,3000,139,363,3332838,27,10198,1
1,5,2600,119,402,589829,84,14110,0
2,3,3842,78,213,3253696,64,949,1
3,5,1521,67,267,3023927,41,3527,0
0,5,2991,115,495,4663608,96,1794,2
1,1,1649,265,14,1981343,68,12615,0
1,5,2355,180,455,4659455,5,6146,0
3,3,2941,171,206,3337460,53,2303,1
0,5,2218,295,189,1246175,8,11903,2
0,5,859,80,351,3475484,22,11202,2
1,1,1027,264,142,139307,7,14713,1
2,5,2151,64,452,1138333,22,1683,2
1,5,3116,12,333,2987369,46,7051,0
0,3,1404,35,262,3400928,30,7070,1
3,1,833,135,274,3049558,16,9103,1
1,1,290,62,102,1597509,79,8199,1
0,1,1828,207,159,3602817,5,14721,1
1,5,1603,197,420,4151450,67,4751,0
2,1,532,195,147,1769494,23,6785,1
1,5,1062,213,217,325377,61,13399,0
1,5,236,20,499,1204049,74,1063,0
0,3,1931,155,134,795203,5,3349,1
0,3,2753,94,243,473650,23,1556,2
0,3,2359,109,70,2462897,79,11447,2
1,3,1002,113,316,3632548,82,4853,1
2,3,1437,55,275,3541886,25,1027,1
3,5,540,53,143,3822476,8,11703,0
3,5,480,287,327,3009808,95,1867,0
0,1,288,190,122,4776634,21,11926,1
0,5,2401,196,398,841172,2,12300,2
1,5,2395,123,387,1620888,22,14810,0
3,3,125,264,463,1728386,72,10876,1
0,5,3821,39,200,273201,87,4951,2
2,3,1406,273,388,4943913,96,13871,1
2,1,1973,107,449,796415,72,13057,1
0,1,3096,124,196,4739587,68,11908,2
0,5,1831,285,328,4309891,64,15836,2
3,1,2739,290,376,2845140,94,9190,1
3,5,3595,284,98,471897,19,6848,0
1,1,876,270,196,1088462,87,523,1
3,3,2380,216,316,4290453,82,617,1
2,3,640,220,443,4813612,53,11674,1
2,3,2169,224,141,3673689,93,12265,1
0,3,3384,49,369,953394,87,8016,2
3,5,2800,35,132,3656694,97,2308,0
1,1,1952,36,57,397904,52,8170,0
2,5,1960,199,297,4955310,47,15588,2
2,3,624,92,385,2999163,82,13419,1
1,5,3097,179,188,4166666,54,11386,0
1,1,941,176,189,4740233,44,4360,1
2,5,2109,197,108,426716,97,13237,2
2,1,190,178,339,561085,7,14139,1
1,5,1839,298,43,3454822,92,2032,0
2,1,3676,238,429,1676203,1,1146,1
0,1,66,106,79,4598158,63,6660,1
0,3,1136,25,180,182136,98,13632,1
1,1,302,288,375,3400029,39,3620,1
3,3,514,144,281,2492807,19,6547,1
1,3,425,35,68,3010198,31,13595,0
1,3,1877,21,190,1808853,77,11632,1
3,5,3078,81,28,923879,24,15428,0
3,5,569,142,235,3927365,69,10914,0
3,5,1910,115,482,2597496,87,3696,0
0,5,139,229,104,1750033,83,2469,2
2,1,769,186,378,2994518,65,4329,1
0,1,2901,291,306,1627140,33,11590,2
2,5,2893,142,90,4464376,59,723,0
0,1,679,31,184,1006520,33,2852,1
2,1,1934,278,231,3988469,32,7362,1
0,3,3296,170,112,4401023,59,14019,2
3,3,125,116,63,4891552,92,15490,0
1,3,3734,288,192,4311500,41,2419,1
0,3,975,244,360,1058980,12,4580,1
2,1,3784,27,412,1476431,73,1116,1
3,5,2497,251,327,2551966,11,5482,0
0,1,1855,126,364,2033479,97,8123,1
0,1,1019,295,358,3784203,19,14678,1
3,1,1144,291,452,897881,54,737,1
0,3,2078,153,330,1601548,57,13225,2
1,3,3301,214,77,1642455,42,118,0
0,3,3245,48,37,4928386,98,10345,2
1,5,1454,163,283,265826,71,6824,0
1,1,3414,185,291,2005126,31,15613,1
3,5,2894,250,369,2865621,52,469,0
0,3,244,143,412,3692848,2,12240,1
3,5,277,55,320,1646589,83,14952,0
0,1,3552,59,128,2226283,38,10839,2
0,1,1509,175,389,1095096,32,12580,1
2,3,3908,115,450,326063,10,15610,1
0,3,510,225,143,2686882,8,6941,1
3,5,667,155,138,3932041,90,5643,0
1,3,3142,81,17,1752434,94,14912,0
0,3,113,282,490,3518559,75,14017,1
2,1,2262,256,60,4717789,20,10366,0
3,3,2124,195,350,1915461,20,6154,1
0,3,3432,79,481,2549105,9,13839,2
3,1,3109,159,290,3437262,72,3942,1
2,1,334,255,184,4729839,15,489,0
2,5,1733,271,192,1764655,98,9528,2
3,3,2378,35,201,1477470,88,1258,1
0,1,887,149,258,4676322,97,9320,1
1,5,880,108,244,517456,63,13669,0
2,5,1237,287,92,936510,91,2613,0
0,3,3015,60,102,4748262,21,7516,2
0,3,273,160,382,1543549,5,11865,1
1,5,833,113,403,3083207,35,1303,0
2,1,3267,98,321,3156964,85,15786,1
2,5,3062,150,277,2133720,68,11599,2
0,3,999,222,426,4124546,48,3259,1
0,1,3989,242,129,3778343,80,3599,2
1,1,3151,192,80,4451049,95,664,0
1,5,94,260,26,2470484,90,3128,0
2,3,1860,18,262,2583271,62,10965,1
3,5,520,88,454,4473800,35,3540,0
2,5,2131,61,131,1699585,70,3593,2
0,5,2750,278,389,4454595,97,8152,2
2,1,3548,235,19,4634170,21,12757,0
3,1,879,60,296,4598866,80,1950,1
1,3,1959,195,325,2778668,39,12613,1
3,3,2318,43,335,2154056,34,5730,1
3,5,1941,239,282,1981115,15,6801,0
3,5,2631,140,315,909573,6,14956,0
1,5,741,129,302,523247,66,5912,0
3,3,1440,256,219,347300,88,1762,1
3,1,981,201,455,4461624,56,14475,1
3,1,890,219,227,625747,49,2379,1
0,5,3864,112,250,1235498,92,11861,2
3,5,3108,142,383,3284629,1,1244,0
1,5,1988,148,473,494406,65,6831,0
3,5,1623,130,209,1809711,28,8212,0
3,3,2679,103,225,2319890,20,4956,1
1,1,3237,138,214,905890,48,1428,1
3,5,2336,100,422,2576228,72,15613,0
1,3,3456,101,425,4051338,65,9554,1
3,5,2538,72,225,243726,90,11157,0
1,5,197,38,89,722202,51,14847,0
3,1,1082,219,276,3575787,43,799,1
3,5,1361,21,489,707168,49,5342,0
0,1,437,139,399,466996,25,350,1
0,1,3171,182,388,1399962,74,4745,2
3,1,1923,217,44,3980062,76,12224,0
3,3,3638,33,298,1344763,41,4674,1
2,3,965,108,27,860299,71,14525,0
1,1,1928,148,174,2437385,64,3887,1
2,5,2735,183,22,1539668,61,327,0
0,1,3708,38,211,980581,12,13000,2
0,5,3798,152,238,3813661,81,10800,2
0,1,327,51,355,2970554,69,13707,1
0,5,2027,217,375,1336184,14,3967,2
3,3,1909,201,474,1485632,34,7357,1
0,5,3086,169,457,2740963,48,2211,2
3,1,3421,73,10,1594526,61,12917,0
3,3,1875,252,328,4999964,81,13868,1
0,5,2686,267,226,4780313,35,1439,2
0,5,1883,161,43,4663543,65,8932,2
1,5,2746,224,368,1810875,59,4782,0
2,5,667,175,275,867572,36,3518,2
0,5,1680,40,137,3098619,79,10090,2
1,3,2232,241,221,186846,19,6191,1
1,3,629,291,272,3419258,42,13160,1
2,3,1220,38,321,602516,69,6019,1
3,3,539,204,89,3137676,19,13212,0
0,1,2575,265,174,3293025,39,3866,2
2,3,1232,290,422,3556637,69,9181,1
0,5,433,96,261,3481069,52,14020,2
1,5,212,158,21,4238325,12,5087,0
1,3,2538,258,410,4576363,83,11424,1
3,5,1926,292,313,2247485,47,6044,0
1,3,1262,207,221,421594,76,14743,1
1,5,2512,53,291,3001758,36,11551,0
2,1,1412,37,121,930441,63,10292,1
0,1,1680,26,220,3213058,76,9988,1
0,3,1254,136,387,703726,82,2501,1
2,3,337,177,248,859754,51,74,0
3,3,1907,253,277,2667753,43,6012,1
0,5,236,85,414,2332881,34,2606,2
1,3,1957,240,307,1338752,97,15081,1
0,1,1211,213,326,1534755,49,7682,1
1,5,179,257,67,1042431,18,110,0
3,3,2291,223,447,3994870,61,7725,1
2,5,2413,224,43,3495029,57,172,0
0,5,3906,167,272,443037,93,5666,2
2,3,1937,78,374,4223669,5,10344,1
0,5,193,94,44,3678264,89,1236,2
1,1,65,276,280,3151097,24,15359,1
2,1,3423,78,458,2555131,93,14060,1
0,5,2520,108,483,1864613,64,5208,2
1,3,294,225,236,1885624,59,7914,1
2,5,976,170,34,2464015,38,13444,0
2,1,3228,103,243,1606919,33,9972,1
0,5,3209,183,68,3870819,10,12883,2
0,5,2226,174,260,2058067,37,4139,2
0,1,956,124,344,270594,97,14498,1
1,5,936,229,95,2571419,87,2522,0
0,5,390,40,260,51272,11,11207,2
2,3,2101,20,399,1054886,24,10519,1
2,3,3448,139,189,487160,88,12329,1
0,1,1483,114,216,4177432,71,7500,1
0,1,355,36,353,741176,21,3014,1
3,1,957,236,158,4277945,20,8154,1
2,3,2704,11,80,1589321,10,1360,0
1,1,3842,110,130,2140463,89,8396,1
3,1,3346,30,262,4068212,47,2262,1
0,1,1421,67,102,1493669,47,15347,1
0,3,3089,189,265,360571,15,11495,2
2,5,370,29,263,2491390,44,9504,2
0,1,608,264,361,788560,62,6842,1
1,5,1254,47,297,2147081,6,9604,0
2,1,2715,157,318,4991544,66,9179,1
0,5,2808,34,68,2544250,76,8753,2
2,3,1459,130,78,3448822,4,13269,0
0,3,1691,35,455,84576,23,14651,1
0,1,3913,178,397,2118709,13,8428,2
0,5,3893,234,95,2644265,81,15449,2
1,3,1181,10,283,4231384,31,1895,1
1,1,2628,270,236,4175865,16,7710,1
2,1,2507,22,90,3929831,41,1752,0
0,3,3417,57,123,1978247,90,440,2
0,3,867,103,193,4689148,92,13621,1
1,1,1244,270,289,1616271,1,704,1
0,5,3452,287,331,3267011,12,5885,2
1,5,2590,214,406,4208642,56,4321,0
0,5,3316,194,327,601577,50,11063,2
2,1,61,184,63,179982,20,9005,0
0,3,244,78,408,4064189,66,3450,1
0,1,2587,113,206,3019110,36,13268,2
3,3,2892,255,396,3495412,79,5369,1
1,5,2978,170,302,4125029,38,13048,0
0,5,2279,209,302,3641503,22,11509,2
0,3,3059,225,494,4639157,61,15211,2
3,3,3938,221,396,4856013,50,6782,1
3,1,705,25,456,827395,96,6724,1
1,5,1971,214,300,600223,59,1135,0
3,1,3437,48,189,3860880,20,5496,1
2,1,2791,98,480,2898270,36,10171,1
3,1,2127,265,389,1113104,97,4426,1
2,5,1669,263,421,1673675,15,2013,2
1,1,3799,225,231,509907,62,10027,1
1,1,3917,181,283,3431659,3,10516,1
1,1,3914,146,387,933280,93,10928,1
1,1,1169,187,253,378757,91,5227,1
1,1,3502,86,429,2810939,5,11210,1
2,1,827,197,426,3931157,56,4622,1
2,5,493,24,457,3251615,31,7593,2
1,1,347,223,163,3207814,86,8957,1
3,3,857,217,313,2986815,35,292,1
0,1,1810,178,433,3402222,71,6560,1
1,1,894,289,282,2607041,70,13273,1
3,5,1065,155,433,3734324,26,3965,0
0,5,1434,272,144,2376093,1,9765,2
1,3,1447,13,322,4166767,83,887,1
1,3,603,99,17,3414174,7,3373,0
2,5,2400,69,137,2554540,36,3003,2
0,5,470,25,382,4757651,76,9587,2
0,1,1319,236,65,4327284,84,10665,1
3,5,3841,38,135,3620603,87,10270,0
2,3,1310,160,168,2242101,25,1482,1
2,1,3655,254,68,3102627,94,6904,0
2,3,234,279,67,2277632,59,7705,0
2,1,517,88,149,3235499,61,14728,1
0,5,2851,298,185,92665,29,8481,2
0,3,2460,162,424,3976220,95,8380,2
1,1,1356,286,117,3950349,18,11435,1
1,1,1626,288,220,1964439,41,8661,1
2,5,385,66,456,1659931,19,13922,2
2,5,2259,195,83,2835503,4,353,0
2,5,3281,102,176,4466108,65,2212,2
1,3,1547,285,469,2582243,41,6536,1
3,1,3722,167,413,4325213,15,13612,1
3,5,3443,284,366,2547210,54,10268,0
1,3,2109,190,313,4335992,64,4152,1
1,3,1497,86,242,1125552,72,6924,1
1,3,3194,160,336,1229386,15,15998,1
1,5,637,247,381,3421979,79,10468,0
1,5,1931,298,191,3765198,50,1218,0
1,1,250,240,131,4474391,22,465,1
2,1,571,27,343,1921759,18,10955,1
2,5,1937,82,212,2632550,80,13482,2
2,3,2602,198,464,2597016,2,5293,1
2,3,3859,26,38,2054171,36,199,0
1,3,1761,28,211,1328182,20,10686,1
3,1,837,228,102,3488104,16,6574,1
0,3,3160,129,338,710441,67,5949,2
1,1,109,110,365,447015,30,888,1
0,1,627,43,185,2689007,55,6194,1
3,3,370,93,339,2580669,66,9938,1
2,3,1508,205,220,3853312,99,12581,1
3,5,3757,211,193,3988400,26,10152,0
1,5,3797,20,104,4344244,57,9663,0
2,3,3529,227,282,994477,69,13612,1
1,1,2087,262,146,2441285,2,13216,1
2,1,972,231,246,3168950,56,15985,1
0,1,1459,89,362,4275098,84,7516,1
0,1,1744,16,427,1637788,62,15145,1
0,1,618,281,438,4819446,34,11243,1
3,5,1151,236,481,4011673,98,1370,0
1,3,3315,25,274,785326,56,13314,1
3,5,3406,21,144,2463282,55,12277,0
0,1,576,250,153,871181,20,1573,1
1,1,2621,30,28,4428431,50,5284,0
0,1,2710,187,240,4185001,25,12120,2
3,1,3277,237,143,3288023,84,6194,1
3,3,3461,282,123,1905400,25,602,1
3,1,2222,297,148,4123758,53,3806,1
0,3,920,143,134,1848669,14,3721,1
1,1,329,292,213,4529166,60,531,1
1,3,3014,162,70,2808747,43,649,0
0,5,2719,75,259,4465418,62,15148,2
1,1,2943,146,307,3640342,76,7727,1
0,3,1942,101,22,2743366,69,14720,1
1,5,3779,268,405,4214720,63,14850,0
2,1,1801,112,264,477684,2,9406,1
2,1,723,64,94,703356,54,12920,0
3,1,1201,266,467,1910103,16,12474,1
2,3,2411,110,29,2098216,55,9245,0
2,3,381,207,59,4264139,94,2032,0
2,5,1223,235,173,1251033,43,1684,2
0,3,2089,246,101,1453847,61,7880,2
2,3,1527,35,97,2739356,38,3047,0
2,1,85,130,78,4015676,45,736,0
3,1,1758,191,46,1244922,51,14552,0
2,1,1493,208,262,3002878,42,11656,1
2,1,3143,264,261,1174290,24,5579,1
1,1,2303,131,149,966730,30,14130,1
3,1,2736,40,364,3702351,37,13247,1
3,1,2945,294,390,3197275,53,1809,1
3,5,1429,115,177,4940113,63,14372,0
3,5,489,233,63,4468443,11,7073,0
3,5,2826,282,395,450704,78,13179,0
3,5,1169,241,187,1052207,23,6258,0
0,1,3038,265,306,138039,80,13942,2
2,5,213,33,310,4784063,50,7284,2
3,1,197,118,368,1928124,85,2530,1
2,5,3651,200,115,4878733,55,15459,2
2,3,2391,34,146,3260654,55,9579,1
0,5,244,196,199,322345,4,7526,2
3,5,712,297,137,867525,97,7820,0
1,1,529,125,351,448564,54,164,1
0,5,3998,46,56,3688894,61,12199,2
1,3,172,291,14,4278404,78,618,0
2,1,1473,146,469,1498212,83,15751,1
2,1,2796,236,266,2592460,5,9795,1
0,5,1014,191,309,1272635,95,8001,2
0,1,3573,95,159,3714184,18,2739,2
1,1,2758,62,303,1299972,44,4640,1
3,1,3225,244,252,2415158,31,3390,1
1,1,1828,276,284,2091114,94,3038,1
0,1,1535,296,217,29004,21,3201,1
1,1,3864,109,424,807903,47,11769,1
0,3,2064,96,124,525252,30,15708,2
1,5,3839,24,204,2714260,55,3065,0
0,3,759,110,352,3337967,68,9063,1
0,1,2493,174,179,3773245,69,6395,2
0,1,961,38,388,478044,41,3624,1
3,5,1410,123,91,2949892,45,7888,0
1,3,3102,116,163,1395689,74,12029,1
1,5,3720,139,150,1029464,91,15034,0
1,3,3263,93,323,1631188,80,15894,1
0,1,2414,280,155,147539,30,1658,2
1,5,1784,253,332,3113211,77,609,0
1,5,3679,223,131,3746971,85,13379,0
0,1,1873,175,261,2245900,45,6671,1
2,5,3648,288,352,4882178,45,12305,2
0,3,1629,68,396,4742242,79,14873,1
1,3,3522,99,320,2448586,84,7176,1
0,3,730,203,98,3224429,84,15164,1
2,3,1383,132,484,2327316,45,5615,1
0,1,2592,145,67,2757241,55,4485,2
1,5,605,148,72,4750943,59,5700,0
2,3,659,238,356,4875010,5,8853,1
3,1,3894,283,317,1171025,32,10405,1
1,5,2206,59,496,4796292,6,1931,0
2,5,3916,127,482,760774,94,4219,2
2,1,421,211,391,3940115,26,3913,1
3,1,2952,200,289,2032722,37,7486,1
0,3,665,190,81,4632813,13,3758,1
0,5,2865,87,18,717696,93,14501,2
1,5,1964,84,375,809094,69,1759,0
3,1,2303,290,430,3677424,25,7910,1
0,5,896,30,103,264369,13,10003,2
3,3,92,180,382,930700,88,1742,1
0,5,914,24,348,4976912,95,15573,2
2,1,1318,220,446,1591143,20,15992,1
0,1,3408,57,345,772668,72,14372,2
3,3,1428,95,161,4118472,60,9487,1
2,3,834,158,414,1553151,73,175,0
2,5,525,197,365,170259,21,12994,2
2,5,132,160,49,2345297,61,1249,0
3,1,1183,150,368,2408777,84,6142,1
1,3,2287,78,71,1094128,79,2761,0
1,3,849,269,263,200041,26,11688,1
1,3,985,18,463,2884309,54,9232,1
3,5,2348,130,78,1449650,42,11307,0
2,3,3845,110,407,730846,11,13196,1
1,1,2388,158,254,75474,37,9763,1
3,1,1718,155,374,1814318,11,6278,1
1,5,3322,252,179,3470327,27,6045,0
0,5,3918,250,187,4773832,94,8232,2
1,3,375,52,198,2435092,83,5552,1
1,5,1584,104,269,3987752,34,12970,0
2,1,3530,235,81,1834610,38,5810,0
3,3,3728,15,481,3531053,61,5632,1
2,1,3911,223,468,2350203,87,2548,1
2,3,2035,215,26,4111690,53,2615,0
2,5,2014,76,379,1631910,65,7039,2
2,3,886,109,350,4064627,3,4840,1
2,3,557,21,66,709029,67,10839,0
1,1,2828,246,227,2764357,28,5074,1
2,1,3722,267,116,1067970,14,8357,1
2,3,2169,144,313,2978577,52,1081,1
3,5,1320,231,437,3206060,30,1291,0
0,5,690,165,182,1217953,58,1792,2
1,1,3845,151,228,3189356,54,5759,1
1,5,3037,167,473,2905936,69,6049,0
1,1,1928,271,256,1529474,15,14789,1
2,5,657,292,227,870403,38,11880,2
2,3,3708,238,382,1220034,78,12641,1
2,1,2008,289,426,2987611,14,4140,1
3,1,615,299,40,451281,57,13828,0
0,3,1417,177,377,907644,59,10217,1
2,1,2151,56,56,4674024,8,8210,0
0,5,1803,212,143,3155267,72,6933,2
3,5,2625,223,117,4327639,19,12425,0
1,1,2708,255,81,3986977,32,5179,0
2,5,3653,33,336,3387038,95,4453,2
0,1,1631,283,427,3353601,29,6627,1
0,3,2036,53,117,3457979,41,4947,2
2,1,2290,165,318,3013824,75,213,0
1,3,2155,208,407,1411375,45,3360,1
1,5,3558,171,281,581420,13,3438,0
1,3,3232,243,180,4300798,27,1045,1
3,5,178,172,125,1888987,19,15041,0
0,1,1922,125,338,4783389,26,13696,1
0,5,755,102,83,3198526,53,6211,2
0,1,901,51,265,3818738,51,13432,1
3,1,3447,293,90,1319154,37,13536,0
0,3,57,219,277,817460,9,1927,1
3,3,2126,215,137,3737574,92,10065,1
1,3,1185,229,335,2165725,96,13148,1
2,3,3044,289,412,2565660,52,14724,1
0,5,3794,145,244,4540427,54,8153,2
0,5,2228,115,50,279747,3,10537,2
1,5,2285,127,190,2426237,96,3314,0
